Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
13844,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1965.0,75744.196,76037.469,35777.241,40260.228,218.147,88.865,33.383,415.634,5.473,586.546,0.771,89.902,1323.548,91.564,17.428,2.492,1.167,27.106,106,907.914,459.852,448.061,11.955,70.624,67.665,73.293,57.928,55.161,60.355,13.716,12.22,14.829,5.686,5.275,5.972,31.544,23.768,1295.472,37.272,28.066,62.719,76.008,48.623,173.926,219.362,134.939,64.781,82.342,48.923,146.303,189.766,110.059,170.903,2.25
13845,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1966.0,76330.742,76618.716,36090.678,40528.037,219.815,89.051,33.228,399.395,5.22,575.947,0.752,92.174,1311.065,104.384,17.133,2.495,1.171,27.001,105.6,911.67,459.436,452.234,11.913,70.742,67.725,73.458,58.015,55.194,60.485,13.807,12.284,14.936,5.757,5.365,6.017,30.657,23.343,1283.706,36.26,27.525,62.861,76.512,48.278,172.815,218.609,133.707,65.704,83.937,49.075,145.557,189.312,109.267,176.562,2.307
13846,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1967.0,76906.689,77173.553,36388.846,40784.708,221.407,89.222,33.032,355.266,4.609,533.729,0.692,100.166,1269.417,113.26,16.471,2.44,1.147,26.889,105.7,914.151,459.483,454.668,11.862,70.957,67.881,73.725,58.133,55.262,60.644,13.879,12.301,15.055,5.83,5.393,6.116,28.214,22.131,1244.251,33.532,26.115,61.187,75.175,46.168,170.298,216.601,130.823,65.387,83.9,48.304,144.195,188.322,107.689,178.457,2.316
13847,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1968.0,77440.418,77646.126,36645.115,41001.012,222.763,89.376,32.948,232.473,2.998,411.416,0.53,130.782,1208.817,120.844,15.591,2.339,1.099,26.792,105.7,976.344,487.008,489.336,12.593,70.605,67.537,73.362,57.732,54.851,60.254,13.443,11.839,14.65,5.492,5.064,5.762,26.348,21.661,1185.388,31.528,25.584,60.233,73.591,45.869,171.42,217.696,132.287,65.407,83.974,48.266,145.791,190.106,109.383,178.954,2.308
13848,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1969.0,77851.834,78012.485,36847.024,41165.462,223.814,89.51,33,146.284,1.878,321.303,0.412,...,1133.325,126.98,14.549,2.196,1.032,26.7,105.8,987.041,492.575,494.466,12.671,70.456,67.301,73.303,57.607,54.644,60.211,13.428,11.751,14.7,5.647,5.195,5.923,25.106,21.967,1111.033,30.262,25.967,61.466,75.352,46.525,174.515,221.678,134.512,67.603,86.444,49.883,148.643,193.807,111.429,175.007,2.247
13849,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1970.0,78173.137,78294.583,37005.545,41289.039,224.623,89.626,33.112,74.426,0.952,242.892,0.31,...,1050.533,127.989,13.438,2.036,0.958,26.579,105.6,976.107,482.918,493.189,12.486,70.68,67.495,73.547,57.796,54.806,60.417,13.591,11.927,14.843,5.727,5.291,5.983,23.06,21.738,1030.096,27.722,25.488,61.333,75.967,45.583,172.617,219.983,132.062,67.672,87.393,48.694,147.191,192.5,109.472,168.468,2.155
13850,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1971.0,78416.029,78511.398,37132.391,41379.007,225.245,89.737,33.263,33.693,0.429,190.738,0.243,...,999.693,127.351,12.749,1.935,0.909,26.451,105.9,966,475.522,490.478,12.32,70.916,67.707,73.795,58.029,55.004,60.674,13.778,12.101,15.032,5.743,5.263,6.017,21.845,21.71,980.271,26.21,25.397,61.341,76.061,45.515,170.538,217.766,129.871,67.394,87.576,47.638,145.176,190.47,107.198,157.046,2.003
13851,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1972.0,78606.767,78643.556,37215.609,41427.946,225.624,89.832,33.467,-67.817,-0.864,73.578,0.094,...,897.022,115.651,11.422,1.732,0.816,26.345,105.8,964.839,475.336,489.503,12.286,71.154,67.855,74.111,58.122,55.004,60.847,13.853,12.104,15.16,5.831,5.319,6.112,18.25,20.087,880.958,21.997,23.443,59.09,73.916,43.163,168.556,217.305,126.557,66.997,87.74,46.494,144.943,191.765,105.625,141.396,1.8
13852,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1973.0,78680.345,78667.466,37241.798,41425.668,225.693,89.9,33.737,-147.235,-1.873,-25.758,-0.033,...,815.019,102.231,10.373,1.569,0.74,26.29,105.6,962.254,472.925,489.329,12.246,71.367,68.045,74.334,58.343,55.211,61.066,13.957,12.149,15.304,5.857,5.273,6.172,16.864,20.454,800.144,20.193,23.643,57.415,71.643,42.167,165.747,213.38,124.65,65.433,85.456,45.416,142.073,187.648,103.781,121.476,1.546
13853,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1974.0,78654.587,78620.534,37232.88,41387.653,225.558,89.961,34.062,-163.776,-2.085,-68.107,-0.087,...,791.762,95.281,10.078,1.517,0.717,26.242,105.6,955.538,465.577,489.961,12.163,71.684,68.396,74.593,58.582,55.472,61.263,14.089,12.268,15.429,5.94,5.354,6.243,15.753,19.829,777.773,18.648,22.852,54.969,68.41,40.59,162.112,208.989,121.674,63.73,82.589,44.519,139.399,184.352,101.582,95.67,1.218
13854,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1975.0,78586.48,78513.511,37195.592,41317.92,225.251,90.023,34.413,-209.837,-2.674,-145.937,-0.186,...,779.623,88.187,9.934,1.484,0.7,26.255,106,989.46,480.889,508.571,12.608,71.52,68.169,74.504,58.335,55.127,61.13,13.94,12.089,15.3,5.821,5.206,6.13,14.527,18.599,766.74,17.307,21.736,54.922,68.391,40.515,164.054,212.683,121.456,65.8,86.462,44.328,142.305,189.433,101.843,63.902,0.814
13855,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1976.0,78440.543,78364.216,37138.056,41226.16,224.823,90.084,34.768,-178.23,-2.274,-152.654,-0.195,...,789.083,85.031,10.071,1.49,0.705,26.248,105.6,967.313,468.24,499.073,12.345,71.982,68.621,74.958,58.639,55.42,61.431,14.206,12.318,15.573,5.962,5.311,6.281,13.228,16.786,777.364,15.584,19.612,52.59,66.128,38.123,160.57,207.972,118.596,65.406,85.786,43.916,140.722,186.6,100.845,25.585,0.327
13856,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1977.0,78287.889,78221.272,37083.762,41137.51,224.413,90.146,35.121,-132.326,-1.692,-133.234,-0.17,...,798.837,82.696,10.212,1.496,0.708,26.255,106,931.163,451.721,479.442,11.904,72.592,69.16,75.612,59.104,55.801,61.955,14.609,12.639,16.017,6.225,5.517,6.566,11.89,14.906,788.349,14.049,17.61,50.131,63.279,36.098,155.053,202.171,113.076,63.933,83.964,42.644,136.962,182.653,96.935,-0.919,-0.012
13857,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1978.0,78154.655,78071.549,37026.425,41045.124,223.983,90.209,35.408,-150.946,-1.933,-166.212,-0.213,...,804.394,82.653,10.302,1.493,0.708,26.275,105.8,955.34,461.549,493.792,12.235,72.572,69.107,75.633,59.024,55.683,61.921,14.549,12.554,15.968,6.146,5.407,6.501,11.393,14.175,794.367,13.498,16.844,49.276,62.275,35.411,155.156,202.936,112,64.636,85.1,42.807,137.775,184.18,96.492,-15.269,-0.196
13858,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1979.0,77988.443,77915.727,36968.02,40947.707,223.536,90.281,35.624,-126.78,-1.627,-145.432,-0.187,...,816.977,82.627,10.483,1.501,0.714,26.35,105.6,943.757,453.077,490.679,12.11,72.921,69.457,75.962,59.299,55.955,62.183,14.751,12.745,16.153,6.268,5.491,6.64,10.938,13.414,807.357,12.951,15.959,46.988,59.506,33.66,152.827,200.486,109.436,62.331,82.287,41.054,136.36,182.702,94.746,-18.647,-0.239
13859,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1980.0,77843.011,77786.703,36925.519,40861.184,223.166,90.368,35.79,-103.168,-1.326,-112.616,-0.145,...,848.021,84.733,10.9,1.538,0.733,26.399,105.4,951.189,454.929,496.26,12.226,73.092,69.613,76.147,59.411,56.036,62.328,14.8,12.744,16.226,6.274,5.487,6.652,10.764,12.752,838.543,12.752,15.242,45.138,57.04,32.484,150.108,197.531,106.2,60.738,80.532,39.643,134.338,180.607,91.99,-9.445,-0.121
13860,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1981.0,77730.395,77684.489,36899.99,40784.5,222.873,90.476,35.929,-102.532,-1.319,-91.811,-0.118,...,850.486,81.811,10.949,1.522,0.726,26.496,105.5,953.018,451.935,501.083,12.268,73.337,69.889,76.349,59.56,56.21,62.444,14.909,12.858,16.31,6.281,5.465,6.676,9.968,11.725,841.767,11.861,14.054,43.347,54.794,31.185,147.295,193.308,104.051,59.734,78.995,39.23,132.657,177.578,90.864,10.722,0.138
13861,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1982.0,77638.584,77610.43,36892.471,40717.959,222.66,90.605,35.92,-98.455,-1.269,-56.308,-0.073,...,843.892,76.037,10.877,1.49,0.71,26.597,105.7,942.347,445.063,497.284,12.146,73.633,70.179,76.645,59.793,56.434,62.68,15.087,13.001,16.496,6.387,5.558,6.79,9.334,11.05,835.752,11.211,13.314,41.885,53.071,30.006,144.438,189.702,101.147,58.103,76.856,38.172,130.573,174.752,88.697,42.143,0.543
13862,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1983.0,77582.276,77566.064,36903.105,40662.959,222.533,90.754,35.817,-117.624,-1.517,-32.423,-0.042,...,821.941,68.384,10.604,1.431,0.683,26.731,105.7,939.565,441.898,497.667,12.121,73.923,70.468,76.934,59.999,56.628,62.898,15.208,13.106,16.612,6.426,5.545,6.859,8.353,10.127,814.691,10.139,12.256,39.766,50.567,28.303,140.972,185.59,97.387,55.835,74.11,36.449,128.1,171.743,85.776,85.198,1.099
13863,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1984.0,77549.853,77568.572,36940.26,40628.312,222.54,90.922,35.836,-105.284,-1.359,37.437,0.048,...,811.281,61.727,10.469,1.393,0.666,26.9,105.6,916.565,430.117,486.448,11.828,74.385,70.944,77.357,60.403,57.031,63.281,15.51,13.345,16.94,6.607,5.695,7.057,7.87,9.682,804.446,9.498,11.617,37.467,47.12,27.235,136.421,178.561,94.495,53.283,70.297,35.292,124.268,165.582,83.396,142.722,1.842
13864,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1985.0,77587.29,77638.808,37016.329,40622.48,222.742,91.123,35.911,-111.761,-1.441,103.036,0.133,...,818.211,57.599,10.553,1.385,0.663,27.056,105.3,929.972,433.626,496.346,11.994,74.497,71.073,77.461,60.469,57.107,63.35,15.485,13.298,16.92,6.544,5.625,7,7.415,9.071,811.762,9.044,11.02,35.792,45.026,26.003,134.898,176.402,92.65,51.979,68.678,34.346,123.278,164.046,81.956,214.794,2.77
13865,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1986.0,77690.326,77803.357,37148.185,40655.172,223.214,91.374,36.006,-78.132,-1.006,226.063,0.291,...,847.945,54.848,10.919,1.415,0.678,27.198,105.3,926.077,427.946,498.13,11.925,74.7,71.31,77.638,60.652,57.342,63.487,15.609,13.456,16.999,6.617,5.69,7.073,7.528,8.915,841.379,9.073,10.776,35,44.387,25.039,132.783,173.738,90.407,50.872,67.084,33.767,121.41,161.4,80.21,304.2,3.917
13866,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1987.0,77916.389,78090.895,37348.874,40742.022,224.039,91.672,36.119,-26.02,-0.334,349.013,0.447,...,874.973,52.207,11.23,1.441,0.689,27.333,105.9,900.993,417.476,483.517,11.564,75.112,71.668,78.103,61.007,57.641,63.897,15.932,13.712,17.352,6.834,5.848,7.313,7.367,8.449,868.558,8.766,10.124,33.736,43.205,23.676,130.113,170.728,87.594,49.646,65.646,32.761,119.449,159.116,78.083,375.035,4.814
13867,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1988.0,78265.402,78477.53,37604.117,40873.413,225.148,92.001,36.227,-3.11,-0.04,424.256,0.541,128.123,895.809,50.539,11.445,1.458,0.698,27.438,105.7,898.919,415.084,483.835,11.485,75.299,71.868,78.286,61.157,57.806,64.041,16.07,13.847,17.479,6.926,5.908,7.414,6.895,7.716,889.822,8.416,9.504,33.411,42.922,23.299,128.53,168.124,86.868,49.664,65.534,32.906,118.288,156.91,77.797,427.377,5.46
13868,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1989.0,78689.658,78916.438,37890.122,41026.315,226.407,92.356,36.328,-8.252,-0.105,453.56,0.575,120.547,893.661,44.58,11.358,1.442,0.692,27.619,105.4,901.913,414.728,487.184,11.463,75.485,72.073,78.466,61.286,57.952,64.168,16.176,13.944,17.584,6.944,5.908,7.435,6.599,7.376,887.956,7.954,8.927,32.489,41.699,22.704,126.305,165.135,85.361,49.177,64.954,32.519,116.763,154.63,76.967,461.795,5.869
13869,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1990.0,79143.218,79370.196,38186.851,41183.345,227.709,92.724,36.428,-25.997,-0.328,453.956,0.572,121.18,893.874,45.421,11.297,1.438,0.689,27.619,105.6,919.871,422.611,497.26,11.625,75.359,71.911,78.419,61.16,57.776,64.138,16.17,13.933,17.581,6.924,5.898,7.402,6.328,7.073,888.406,7.824,8.749,33.954,43.999,23.262,128.335,168.478,85.782,51.142,68.026,33.264,118.751,158.114,77.142,479.954,6.066
13870,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1991.0,79597.174,79801.988,38471.946,41330.042,228.948,93.085,36.55,-73.221,-0.92,409.627,0.513,135.116,835.823,39.643,10.509,1.346,0.646,27.845,105.5,909.044,419.37,489.674,11.429,75.576,72.096,78.689,61.31,57.881,64.357,16.371,14.121,17.792,7.068,5.998,7.561,5.46,6.464,831.157,6.906,8.063,33.666,44.175,22.462,126.967,167.075,84.32,52.132,70.027,33.138,118.208,157.702,76.311,482.849,6.071
13871,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1992.0,80006.801,80205.03,38738.293,41466.737,230.104,93.42,36.713,-73.583,-0.92,396.458,0.494,...,810.442,33.816,10.136,1.306,0.628,28.016,105.3,884.025,408.578,475.447,11.056,76.019,72.53,79.143,61.701,58.257,64.765,16.67,14.387,18.119,7.294,6.215,7.782,4.939,6.061,806.203,6.185,7.446,32.027,42.092,21.29,122.862,161.964,81.285,50.633,67.886,32.326,114.742,153.276,73.851,470.043,5.879
13872,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1993.0,80403.259,80573.488,38982.675,41590.813,231.161,93.729,36.905,-100.753,-1.254,340.458,0.423,...,795.062,29.487,9.896,1.285,0.617,28.16,105.6,895.815,414.051,481.764,11.15,76.096,72.633,79.215,61.752,58.337,64.809,16.651,14.351,18.143,7.288,6.169,7.795,4.597,5.76,791.113,5.786,7.115,30.957,40.626,20.635,120.801,158.766,80.441,49.874,66.505,32.239,112.961,150.316,73.332,441.211,5.491
13873,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1994.0,80743.717,80882.126,39191.482,41690.644,232.046,94.005,37.128,-117.988,-1.463,276.818,0.342,...,765.691,26.614,9.491,1.247,0.598,28.286,105.8,883.679,408.036,475.643,10.954,76.393,72.946,79.514,62.022,58.612,65.093,16.853,14.573,18.353,7.42,6.303,7.917,4.227,5.486,762.071,5.375,6.835,30.156,39.803,19.842,118.213,155.843,78.158,49.115,66.207,30.97,110.716,147.857,71.254,394.809,4.894
13874,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1995.0,81020.535,81123.262,39357.645,41765.618,232.738,94.235,37.388,-124.79,-1.542,205.455,0.253,...,759.289,25.758,9.379,1.25,0.601,28.403,105.5,884.079,409.764,474.314,10.921,76.562,73.119,79.691,62.164,58.762,65.241,16.912,14.591,18.474,7.475,6.317,7.988,4.02,5.283,755.834,5.039,6.52,29.289,38.429,19.519,115.621,152.011,76.923,48.148,64.59,30.699,108.437,144.305,70.362,330.244,4.079
13875,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1996.0,81225.99,81300.865,39481.565,41819.3,233.248,94.41,37.669,-96.354,-1.186,149.75,0.184,...,787.149,26.769,9.696,1.315,0.632,28.482,105.7,883.503,407.745,475.758,10.882,76.792,73.423,79.862,62.359,59.028,65.378,17.004,14.73,18.556,7.526,6.377,8.03,3.979,5.074,783.71,4.846,6.16,27.98,36.65,18.725,112.605,147.736,75.297,46.824,62.342,30.369,105.853,140.48,69.143,246.097,3.031
13876,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1997.0,81375.74,81436.087,39573.747,41862.34,233.636,94.533,37.97,-57.899,-0.712,120.694,0.148,...,802.831,27.241,9.869,1.363,0.656,28.629,105.6,860.73,398.06,462.671,10.581,77.226,73.88,80.27,62.777,59.471,65.771,17.281,15.004,18.858,7.714,6.547,8.223,3.871,4.83,799.495,4.773,5.972,26.605,35.012,17.656,108.571,142.299,72.826,44.988,60.108,28.991,102.008,135.212,66.879,178.604,2.195
13877,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1998.0,81496.434,81524.383,39632.981,41891.402,233.889,94.609,38.301,-69.479,-0.853,55.898,0.069,...,783.731,26.466,9.622,1.357,0.653,28.737,105.5,853.21,393.654,459.556,10.475,77.577,74.315,80.538,63.103,59.876,66.019,17.433,15.184,19.011,7.795,6.626,8.303,3.618,4.595,780.634,4.456,5.652,24.801,32.297,16.85,104.152,136.128,70.384,42.724,56.841,27.835,97.883,129.381,64.674,125.369,1.539
13878,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,1999.0,81552.332,81556.965,39658.295,41898.67,233.983,94.653,38.66,-77.719,-0.953,9.266,0.011,...,769.795,27.297,9.445,1.363,0.656,28.803,105.7,847.514,391.045,456.469,10.398,77.806,74.577,80.745,63.324,60.132,66.216,17.595,15.367,19.182,7.906,6.745,8.408,3.454,4.471,766.836,4.253,5.474,24.622,32.163,16.654,102.458,133.499,69.752,42.095,56.086,27.388,96.28,126.817,64.159,86.982,1.067
13879,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2000.0,81561.598,81551.677,39660.043,41891.634,233.967,94.673,39.043,-80.742,-0.99,-19.842,-0.024,...,758.949,30.524,9.311,1.38,0.665,28.743,105.4,839.691,389.204,450.487,10.301,78.064,74.859,80.996,63.562,60.392,66.449,17.784,15.574,19.383,7.99,6.814,8.498,3.313,4.352,756.111,4.078,5.315,23.729,30.962,16.113,101.06,131.834,68.71,41.326,55.179,26.804,95.144,125.445,63.345,60.905,0.747
13880,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2001.0,81541.756,81514.568,39643.587,41870.982,233.861,94.68,39.446,-102.873,-1.262,-54.375,-0.067,...,726.161,30.325,8.913,1.35,0.65,28.805,105.7,829.034,383.79,445.245,10.175,78.409,75.281,81.274,63.902,60.81,66.721,18.018,15.866,19.591,8.129,6.985,8.617,3.072,4.199,723.542,3.871,5.212,22.581,29.421,15.405,98.466,128.189,67.331,39.518,52.653,25.782,92.615,121.844,62.051,48.5,0.595
13881,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2002.0,81487.381,81443.427,39611.973,41831.454,233.657,94.694,39.865,-133.895,-1.645,-87.909,-0.108,...,707.832,28.671,8.694,1.342,0.646,28.954,105.5,841.727,389.05,452.677,10.339,78.483,75.443,81.281,63.959,60.931,66.739,18.027,15.931,19.585,8.079,6.958,8.561,2.961,4.163,705.301,3.68,5.093,21.805,28.149,15.178,97.508,126.584,67.163,38.908,51.734,25.519,91.867,120.745,61.761,45.985,0.565
13882,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2003.0,81399.472,81346.81,39571.698,41775.112,233.38,94.726,40.289,-159.705,-1.964,-105.325,-0.129,...,694.477,26.853,8.541,1.341,0.646,29.103,105.4,854.182,396.225,457.957,10.505,78.544,75.514,81.367,64.028,61.031,66.809,18.03,15.967,19.601,8.039,6.95,8.509,2.916,4.182,691.982,3.588,5.075,21.564,28.129,14.726,96.375,125.578,65.959,37.974,50.785,24.612,90.63,119.381,60.737,54.381,0.669
13883,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2004.0,81294.147,81266.673,39543.526,41723.147,233.15,94.776,40.719,-128.057,-1.577,-54.948,-0.068,...,690.997,25.626,8.507,1.356,0.654,29.275,105.4,819.054,383.191,435.863,10.084,79.126,76.148,81.886,64.589,61.632,67.32,18.483,16.426,20.056,8.363,7.254,8.842,2.86,4.13,688.546,3.475,4.967,20.173,26.077,14.045,92.242,119.736,63.724,35.861,47.752,23.47,86.79,113.966,58.64,73.107,0.9
13884,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2005.0,81239.199,81212.168,39535.133,41677.035,232.993,94.861,41.156,-156.748,-1.932,-54.062,-0.067,...,673.191,25.014,8.295,1.341,0.647,29.407,105.4,829.939,387.955,441.984,10.227,79.262,76.36,81.966,64.712,61.836,67.382,18.541,16.537,20.1,8.332,7.259,8.802,2.608,3.854,670.964,3.205,4.682,19.222,24.84,13.405,90.507,117.48,62.591,34.403,45.54,22.816,85.18,111.793,57.68,102.694,1.265
13885,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2006.0,81185.137,81177.817,39547.572,41630.245,232.895,94.997,41.59,-159.69,-1.97,-14.641,-0.018,...,662.205,24.458,8.165,1.335,0.643,29.565,105.7,821.895,385.688,436.206,10.135,79.591,76.753,82.24,65.018,62.204,67.638,18.765,16.805,20.303,8.46,7.405,8.931,2.521,3.791,660.05,3.041,4.525,18.302,23.474,12.951,87.697,113.864,60.677,32.943,43.438,22.034,82.648,108.492,56.001,145.046,1.789
13886,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2007.0,81170.496,81183.83,39589.079,41594.751,232.912,95.178,42.016,-154.087,-1.9,26.669,0.033,...,673.254,23.981,8.302,1.369,0.66,29.769,105.6,827.341,390.856,436.485,10.202,79.741,76.915,82.399,65.181,62.387,67.8,18.883,16.933,20.439,8.507,7.45,9.001,2.633,3.914,670.992,3.178,4.697,18.325,23.561,12.902,86.32,111.822,60.01,32.006,42.366,21.241,81.136,106.215,55.312,180.746,2.229
13887,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2008.0,81197.165,81217.482,39653.037,41564.445,233.009,95.401,42.424,-171.072,-2.109,40.634,0.05,...,673.997,23.162,8.31,1.38,0.667,29.943,105.3,845.069,397.495,447.574,10.419,79.826,77.112,82.392,65.232,62.543,67.767,18.897,17.035,20.404,8.447,7.451,8.937,2.359,3.495,671.977,2.891,4.268,17.584,22.625,12.36,84.636,109.404,59.136,31.173,40.938,21.026,79.841,104.283,54.716,211.709,2.61
13888,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2009.0,81237.799,81260.615,39728.361,41532.255,233.132,95.657,42.817,-195.338,-2.407,45.632,0.056,...,660.403,21.147,8.14,1.358,0.656,30.098,105.3,855.741,405.112,450.629,10.547,79.925,77.238,82.484,65.329,62.672,67.852,18.958,17.121,20.466,8.449,7.459,8.96,2.299,3.465,658.44,2.826,4.231,17.509,22.38,12.449,84.003,108.745,58.553,30.638,39.989,20.918,79.231,103.584,54.224,240.968,2.97
13889,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2010.0,81283.431,81325.09,39816.164,41508.926,233.317,95.922,43.195,-183.725,-2.263,83.318,0.102,...,675.482,19.89,8.319,1.392,0.673,30.251,105.1,859.207,409.264,449.944,10.582,80.086,77.441,82.621,65.483,62.857,67.993,19.078,17.267,20.585,8.544,7.578,9.064,2.338,3.467,673.473,2.82,4.171,17.267,22.058,12.28,82.585,106.854,57.629,29.883,39.038,20.35,77.915,101.906,53.278,267.047,3.289
13890,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2011.0,81366.749,81423.378,39920.615,41502.762,233.599,96.188,43.558,-179.786,-2.212,113.258,0.139,...,673.178,18.025,8.283,1.388,0.671,30.407,105.3,852.964,408.104,444.86,10.495,80.36,77.776,82.833,65.769,63.206,68.216,19.313,17.523,20.81,8.702,7.737,9.239,2.42,3.588,671.106,2.892,4.276,16.944,21.52,12.152,80.914,103.758,57.403,28.709,37.229,19.811,76.097,98.649,52.918,293.051,3.606
13891,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2012.0,81480.007,81545.565,40036.202,41509.364,233.95,96.451,43.902,-185.973,-2.285,131.117,0.161,...,684.523,17.001,8.411,1.41,0.681,30.534,105.4,870.496,416.861,453.634,10.696,80.506,77.974,82.947,65.88,63.37,68.295,19.326,17.585,20.802,8.649,7.709,9.198,2.258,3.302,682.585,2.684,3.921,15.822,20.111,11.312,78.044,100.221,55.176,27.511,35.726,18.919,73.637,95.507,51.117,317.082,3.896
13892,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2013.0,81611.124,81680.591,40156.052,41524.539,234.337,96.704,44.212,-203.613,-2.498,138.935,0.17,...,691.529,16.035,8.484,1.42,0.686,30.673,105.3,895.142,429.972,465.17,10.982,80.463,77.99,82.864,65.84,63.389,68.213,19.276,17.564,20.748,8.613,7.699,9.167,2.285,3.304,689.57,2.727,3.944,15.879,19.806,11.737,77.991,99.419,55.856,27.238,34.964,19.154,73.557,94.683,51.762,342.555,4.203
